sentence1,sentence2,label
"张家港市属哪里管","杭州下沙属什么区",0
"电视剧爱情回来了测","爱情回来了电视剧",1
"现在什么生意投资小赚钱快","现在做什么生意投资少风险小，赚钱快",1
"求音乐：你是我的眼林宥嘉伴奏","求音乐：情锁陈思安伴奏",0
"北京哪里最繁华","北京那里最繁华？",1
"开个时尚创意餐吧大概要投资多少","一般开个创意设计工作室要多少钱",0
"上海面积多大？","上海到底多大d?",1
"2008年奥运会足球项目为什么在开幕式以前进行？","在第几届奥运会上,足球成为了正式比赛项目",0
"如何能让脸部皮肤紧致？","如何紧致脸部皮肤",1
"怎么制作美电子贺卡","电子贺卡怎么制作",0
"什么狗抓兔子","兔子吃什么死",0
"什么动物代表悲伤","什么动物代表长寿",0
"谁是世界上最聪明的人？","世界上最聪明的人是谁",1
"月球的未解之谜","月球还有那些未解之谜",1
"为什么玩不了梦幻西游","梦幻西游为什么玩不了？",1
"怎样让胸部快速变大","胸部怎样快速变大",1
"九阳豆浆机哪里维修","九阳豆浆机在哪里可以维修？",1
"有哪些大品牌面膜","面膜有那些品牌好",1
"约瑟传说的幻灵兽怎么打？","约瑟传说翼灵兽怎么打",1
"这是什么叶子？","这是什么叶子的",1
"在线签名设计免费版","签名设计免费版在线，",1
"真的十分抱歉，这个是需要账户本人咨询这边才是可以的","真的十分抱歉这个是需要账户本人咨询这边才是可以的。",1
"我是歌手李健用的健身器材","我是歌手里李健用的那个健身器材",1
"怎么能找到一个人","怎样能找到一个人？",1
"安徽含山过年的习俗","安徽过年习俗",0
"怎样让头发长得快点?","怎样让头发长得快点，",1
"情不自禁，禁是什么意思","情不自禁的禁是什么意思呢？",1
"购房合同抵押贷款","购房合同公积金贷款",0
"北京798艺术区的各个展区现在还开放吗？","北京798艺术区里面有个技校叫什么名字？",0
"找一本都市重生小说","求一本重生都市小说",1
"英文怎么读","这个怎么写，英文",0
"请大家推荐一部手机","请大家推荐一部手机。",1
"用没有什么就没有什么造句","用没有和也不造句",0
"什么的小河，","什么的小河？",1
"纪念碑谷这关怎么过","问道中妖魔道任务找谁做",0
"电脑屏幕上的字体有残影，是怎么回事？","我得电脑屏幕图标总有向右的拖影是怎么回事啊",0
"我这个脸型什么发型好看？","这样的脸型剪啥发型好看",1
"怎么快速学会唱一首歌？","怎么能快速学会一首歌？",1
"怎么做百度推广效果好？","芯漾面膜怎么样？好做么？",0
"跑跑卡丁车怎么刷骰子？","跑跑卡丁车怎么刷骰子",1
"入团申请书500字左右","入团申请书600字",0
"谁看过一部很老的电视剧，","求一首很老日本歌曲",0
"求这个情侣头像的另一半谢谢","求情侣头像另一半谢谢",1
"孕妇能开车吗","孕妇开车好吗",0
"属羊男与属牛女配吗","龙男和虎女配吗",0
"这玛瑙是真的吗？","这个玛瑙是真的吗？",1
"奥拉星圣光修罗谁来帮我打啊","谁带我打奥拉星圣光修罗伙伴试练",0
"这是哪个牌子口红","这是什么牌子的口红",1
"孕妇梦见油炸粽子是什么意思","孕妇梦见好多粽子是什么意思？",0
"男包什么牌子好呢","男包什么牌子好",1
"生理期能洗头吗","月经期能喝咖啡吗",0
"四川麻酱麻辣面配方","四川麻辣面",0
"补血女人吃什么","女人吃什么补血呀？",1
"如果男人没有生育能力，有什么证状","男人有没有生育一胎后就没有生育能力的?",0
"汽车改装大包围如何审车？","汽车加装包围更改外观算是非法改装吗",0
"麻烦您按照小二给您的建议操作下的，遇到什么疑问可以随时与我沟通的。","麻烦您详细说下问题好么。小二才能快速帮您查询，也能为您省下许多时间呢。",0
"什么好看的电影推荐一下","有什么好看的电影推荐一下",1
"求魔法少女イスカ种子","求かなで雪音表情包全套嗷。",0
"这是什么牌子的书包？","这是什么牌子的书包",1
"我的家作文开头怎么写？","《玩》的作文开头怎么写？",0
"东张西望是什么意思？","东张西望的张是什么意思",0
"这个点击【有问题点我】联系我们在线客服的。","不客气的，保持手机畅通，等待电话联系您",1
"北京车在外地违章怎么办？","肯德基网上订餐等了很久怎么查啊",0
"求这个图片里的动漫人物名、","这个动漫女生叫什么【有图片】",0
"面粉和鸡蛋可以做什么","鸡蛋和面粉能做什么",1
"怎么可以删除炫舞人物？","在炫舞可以删除人物吗",1
"饱经风霜的饱是什么意思","饱经风霜是什么意思啊",0
"中国什么时候收复台湾","中国什么时候可以收复台湾",1
"新封神榜下部","封神榜下部出了没",1
"兔子是什么意思","说别人是兔子，是什么意思？",1
"同桌的你能去哪里下载？","同桌的你在哪里下载",1
"生菠萝蜜怎么吃","菠萝蜜的核怎么吃？",0
"邓丽君的歌曲","邓丽君快歌曲有哪些",0
"人为什么喜欢欺负人？","人为什么喜欢接吻？",0
"手机内存卡怎么修复","怎么修复手机内存卡？",1
"腾讯财付通支付密码忘记了怎么办？","易付宝支付密码忘记了怎么办？0591-88581898",0
"如果不是您自己的账户，您可以先操作一下申诉的","如果不是您自己的账户的话，您可以操作一下申诉的",1
"兼职是什么意思","兼职是什么意思？",1
"梦幻西游哪个职业最赚钱","梦幻西游可以赚钱吗？",0
"怎样防止衣服缩水呢?","怎样防止衣服缩水",1
"山东青年政治学院专科专业分数线","山东青年政治学院学费",0
"田亮是哪里人","田亮是哪里人？",1
"怎么样才能死啊","怎么样才能死？",1
"手表机芯什么的好","手表都有什么什么机芯",1
"惹女朋友生气了，我该怎么办？","女朋友生气了，我该怎么办呢？",1
"您好，辛苦您联系商户核实一下，辛苦您了","辛苦您查询一下您购买的理财产品合同上面会显示联系方式，辛苦您了。",0
"怎样使胡子不浓密！","怎样能让胡子长的浓密点",0
"怎么锻炼自己的口才？","如何锻炼自己的口才！",1
"鲁鲁修第三季什么时候出？","鲁鲁修第三季到底什么时候出啊！",1
"怎么跟美女搭讪？","怎么去和美女搭讪？",1
"开网店怎么刷信誉","网店如何刷信誉",1
"这个头像是情侣的吗？","谁有这个的情侣头像？",0
"邵阳有哪些特产？","娄底的特产有哪些？",0
"那您的支付宝是在余额还是余额宝呢","您是说支付宝余额还是余额宝呢",1
"谁知道这是什么意思？","这个表情是什么意思？",1
"怎样画冰雪奇缘","求金牌网吧代理器",0
"灰色配什么颜色好？","藏灰色是什么颜色啊",0
"聚来宝赚钱是真的么？","聚来宝是什么？真的能赚钱吗？",1
"南通市属哪个省","南通市是在哪个省？",1
"怒之铁拳怎么开始","怒之铁拳怎么玩",1
"现在qq三国回归能得什么东西","QQ三国开商行要什么东西",0
"哪位大神能告诉我这是什么字体？","哪位大神可以告诉我这是什么字体？",1
"这狗什么品种","这狗的品种是？",1
"孕妇梦见捡煤什么意思","孕妇梦见被蛇追是什么意思",0
"大东女鞋如何加盟","大东女鞋加盟怎么样",1
"您现在登陆的这个账户开启了这个手机号码的登录名的","这样建议您登陆新手机号支付宝账户添加邮箱登录名，取消手机号登录名后使用",0
"贴吧如何设置小尾巴","贴吧小尾巴怎么设置？",1
"过年的作文怎么写","怎么写过年的作文",1
"哪里卖本溪地图","本溪地图哪里买",1
"吃吐司面包会长胖吗？","经常吃面包好吗",0
"一般用什么软件看漫画？","大家都用什么软件看漫画",1
"手机如何连接电视","怎样用手机连接电视",1
"支付宝2015年度账单是怎么算的","支付宝年度账单，通讯类别是指什么",0
"怎么看不了海贼王了","海贼王怎么看不了了",1
"鲍鱼怎么做好吃？","鲍鱼怎么做好吃",1
"这个网络红人叫什么名字","这是个网络红人？什么名字？",1
"帮我自己名字的个性签名设计下","我想为自己的名字设计个性签名",1
"您好，辛苦您提供一下您的操作页面截图这边帮您核实一下的，辛苦您了。","建议您电脑端来访提供一下您的截图，这边核实一下的，辛苦您了。",0
"连笔签名设计。","连笔签名设计",1
"怎样才能让眉毛快点长出来？","让眉毛最快长出来的办法",1
"谁有奥拉星刷奥币脚本下载（免费）","谁有奥拉星刷奥币的脚本",1
"女朋友被人欺负了，我该怎么办，我要怎么安慰她.","女朋友被人欺负了，我该怎么办。",1
"业已是什么意思","业已的业是什么意思",0
"有什么好的兼职可以做？怎么做呢","网上都有哪些兼职可以做，如何做",0
"中国特色礼品哪儿定制比较好呢？","有什么中国特色的礼品可以送给泰国的小朋友?",0
"什么大雪","大雪后吃什么菜",0
"虫草多少钱一斤","牛肉多少钱一斤",0
"我是丹凤眼么","我的是丹凤眼吗？",1
"这是什么脸型？长得怎样？","什么脸型这是",1
"今年赵本山上春晚吗？","赵本山今年还上春晚吗",1
"如果这样，建议您拨打一下商户服务热线0571-88158090。","建议您拨打这个淘宝消费者服务热线（买家）0571-88158198",0
"这个是什么播放器？","这是什么软件？是微博吗？",0
"男人都忘不了初恋吗？","男人都忘不了他的初恋吗？",1
"麻烦您提供接受短信的手机号，辛苦您了","麻烦您提供一下您接受短信的手机号，辛苦您了",1
"怎么才能快速练腹肌？","怎么快速练腹肌",1
"窜骨高额头尖什么发型适合","我的额头窄，适合什么发型呢？",0
"成人礼送男生什么礼物好","送男生什么成人礼礼物",1
"我的世界可以刷钻石吗","我的世界钻石长什么样",0
"手机跑分是什么意思","手机跑分是什么意思啊？",1
"怎么瘦腿？求瘦腿","怎样可以瘦腿？",1
"流浪武士用什么主武器","dnf流浪武士主手用什么武器",1
"这钱包是什么牌子的?","CLUCL是什么牌子包包。",0
"四川城市职业学院可以转专业吗？","四川城市职业学院一年的学费是多少啊？",0
"现在做什么职业最赚钱.","现在做什么职业赚钱最快",1
"奔跑吧兄弟大电影为什么没有邓超","为什么奔跑吧兄弟电影没有邓超",1
"弹弹堂什么武器最好用？","弹弹堂什么武器最好",1
"重庆哪家火锅最好吃？","重庆最好吃的火锅是哪家",1
"请教一个高中地理问题雪线","请教一个高中地理问题天气系统",0
"任性是什么意思？","这么任性？什么意思",0
"为什么天空是蓝色的？","天空为什么是蓝色的？",1
"红裤子配什么颜色的衣服好看?","红格子裤子配什么颜色衣服好看",1
"什么烟对人危害最小？","什么烟对人危害最小",1
"益阳移动宽带好不好用？可不可以玩问道？","移动高速宽带质量如何？能玩游戏么？",0
"什么网络游戏好玩？","有什么好玩的网络游戏",1
"青蛙吃什么？","什么是青蛙的家",0
"亲，您是用什么付款方式的呢","请问您是什么方式支付的？",1
"怎么设置路由器限制网速","路由器怎么设置网速限制",1
"亲，我帮您转接对应的工作人员帮您核实一下可以吗","真的很抱歉的，小二这边帮您转接相关工作人员帮您核实一下，可以吗",1
"在春天这个季节，晚上几点睡觉比较合适？","春天这个季节用什么洗发水比较好？",0
"有谁会盗号？求高手…","功夫派有什么辅助器？！求啊",0
"什么东西是绿色的？","还有什么东西是绿色的？",1
"挖掘机学校哪家强","挖掘机学校哪家强。",1
"一片叶子有面膜吗？","一片叶子能做面膜吗？",1
"什么牌子的牙膏好","用什么牙膏牌子好？",1
"很抱歉，已经注册了支付宝账户的邮箱是不能再注册支付宝账户了的。","这个已经注册过支付宝账户的邮箱无法再注册其他的账户的，很抱歉。",1
